"","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene.stable.ID","Gene.stable.ID.version","Transcript.stable.ID","Transcript.stable.ID.version","Gene.description","Gene.type","MGI.symbol"
"1","1417266_at",-0.712293547867403,6.6479250125386,-8.95643728286444,1.55058887911758e-09,5.37537478094093e-08,10.7793382554993,"ENSMUSG00000018927","ENSMUSG00000018927.4","ENSMUST00000138145","ENSMUST00000138145.2","chemokine.(C-C.motif).ligand.6.[Source:MGI.Symbol;Acc:MGI:98263]","protein_coding","Ccl6"
"4","1417851_at",0.265774198139821,6.81455601769613,3.22460629902806,0.00331371528963746,0.0344626390122295,-3.87928530344243,"ENSMUSG00000023078","ENSMUSG00000023078.7","ENSMUST00000023840","ENSMUST00000023840.7","chemokine.(C-X-C.motif).ligand.13.[Source:MGI.Symbol;Acc:MGI:1888499]","protein_coding","Cxcl13"
"5","1418777_at",-0.428899756617493,7.17346613365296,-4.98535396554523,3.2435536738746e-05,0.000481899402975654,0.67791174728619,"ENSMUSG00000023235","ENSMUSG00000023235.15","ENSMUST00000024004","ENSMUST00000024004.9","chemokine.(C-C.motif).ligand.25.[Source:MGI.Symbol;Acc:MGI:1099448]","protein_coding","Ccl25"
"8","1419282_at",-0.525563113544863,6.12686490625258,-6.10957184837237,1.64773647396344e-06,2.85607655486997e-05,3.67889269030751,"ENSMUSG00000035352","ENSMUSG00000035352.4","ENSMUST00000000194","ENSMUST00000000194.4","chemokine.(C-C.motif).ligand.12.[Source:MGI.Symbol;Acc:MGI:108224]","protein_coding","Ccl12"
"10","1421186_at",0.265967546542869,6.23357190408495,3.16668351833427,0.00382956104970539,0.0362067590153964,-4.01816627376109,"ENSMUSG00000049103","ENSMUSG00000049103.15","ENSMUST00000165984","ENSMUST00000165984.3","chemokine.(C-C.motif).receptor.2.[Source:MGI.Symbol;Acc:MGI:106185]","protein_coding","Ccr2"
"13","1421404_at",-3.47311221819949,6.61761769187622,-41.5785191174383,7.60997531348761e-26,7.91437432602712e-24,49.2154418605085,"ENSMUSG00000029375","ENSMUSG00000029375.7","ENSMUST00000031322","ENSMUST00000031322.7","chemokine.(C-X-C.motif).ligand.15.[Source:MGI.Symbol;Acc:MGI:1339941]","protein_coding","Cxcl15"
"14","1421920_a_at",-0.316301685725265,5.94882036084842,-4.0811877041789,0.000361936110028599,0.00470516943037179,-1.7205415481466,"ENSMUSG00000029530","ENSMUSG00000029530.17","ENSMUST00000166236","ENSMUST00000166236.9","chemokine.(C-C.motif).receptor.9.[Source:MGI.Symbol;Acc:MGI:1341902]","protein_coding","Ccr9"
"19","1427419_x_at",-0.629468519919191,6.07823914074668,-7.58071664365391,3.96523533090915e-08,1.03096118603638e-06,7.46661429898695,"ENSMUSG00000029530","ENSMUSG00000029530.17","ENSMUST00000168910","ENSMUST00000168910.2","chemokine.(C-C.motif).receptor.9.[Source:MGI.Symbol;Acc:MGI:1341902]","protein_coding","Ccr9"
"24","1432273_a_at",0.559245414368079,7.58023646739813,6.34490911438812,8.93457147027942e-07,1.85839086581812e-05,4.29881561207815,"ENSMUSG00000037872","ENSMUSG00000037872.6","ENSMUST00000194046","ENSMUST00000194046.2","atypical.chemokine.receptor.1.(Duffy.blood.group).[Source:MGI.Symbol;Acc:MGI:1097689]","protein_coding","Ackr1"
"27","1448823_at",-0.33129634344405,8.90349588600753,-3.77113400561526,0.000817387731183373,0.00944536933811897,-2.5209151000627,"ENSMUSG00000061353","ENSMUSG00000061353.12","ENSMUST00000112866","ENSMUST00000112866.8","chemokine.(C-X-C.motif).ligand.12.[Source:MGI.Symbol;Acc:MGI:103556]","protein_coding","Cxcl12"
"29","1449195_s_at",-0.258313141116546,6.35565080531422,-3.06742029222577,0.00489739233312392,0.042444066887074,-4.25346882058189,"ENSMUSG00000018920","ENSMUSG00000018920.12","ENSMUST00000126391","ENSMUST00000126391.2","chemokine.(C-X-C.motif).ligand.16.[Source:MGI.Symbol;Acc:MGI:1932682]","protein_coding","Cxcl16"
"32","1456428_at",-2.44886278890695,6.48118643836872,-31.8723620003257,8.13851428008724e-23,4.23202742564537e-21,42.1524987033165,"ENSMUSG00000029375","ENSMUSG00000029375.7","ENSMUST00000031322","ENSMUST00000031322.7","chemokine.(C-X-C.motif).ligand.15.[Source:MGI.Symbol;Acc:MGI:1339941]","protein_coding","Cxcl15"
