"","AFFY.Mouse430.2.probe","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"265","1417837_at",2.66333251315958,8.74014368491377,28.9855639275918,2.43556535159947e-18,1.58823216577801e-14,31.1061440326349
"432","1450779_at",-1.9727292302208,9.70619106137395,-20.4095467801832,2.88394850750098e-15,8.55435224200461e-12,24.8575448863747
"620","1415856_at",1.75327584058397,9.27937553167532,19.9892850572192,4.36273630305987e-15,8.55435224200461e-12,24.4736971629246
"1822","1456515_s_at",1.37379005545161,7.41806428851018,19.4989809982674,7.14277080170036e-15,8.55435224200461e-12,24.0143777333648
"6626","1423429_at",1.92596966048188,8.00884761971663,19.4866764167245,7.23272815616612e-15,8.55435224200461e-12,24.0026874756151
"5644","1419294_at",1.39918604009456,7.05119473050834,19.4037290101198,7.87089609753529e-15,8.55435224200461e-12,23.9236694401233
"892","1419430_at",1.46697013967423,8.06684483739033,18.4038386330351,2.2393960231993e-14,2.08615735246894e-11,22.9412174189121
"838","1419095_a_at",2.47285881677151,8.99029151036089,18.1540758774325,2.93084496595718e-14,2.38900500287584e-11,22.6868584820797
"5284","1418069_at",2.49863162971872,9.21896555081945,16.6268342133156,1.63692945773805e-13,1.18604633265665e-10,21.0472799956756
"742","1434165_at",1.1122124653458,7.87083746589452,16.0328107378954,3.31752018357761e-13,2.16335491171096e-10,20.36765951789
"58","1439798_at",-1.4962204705503,6.9588224134702,-15.7422209963384,4.72561185315096e-13,2.77329426961223e-10,20.0260219670794
"858","1449582_at",1.28568085359281,7.0237265413478,15.6796401050622,5.10343984593572e-13,2.77329426961223e-10,19.9516359792504
"255","1419614_at",1.23107620750181,7.73423337363746,15.4260819720439,6.98842909699133e-13,3.50550354934465e-10,19.6472494178615
"623","1421365_at",1.22017907772211,8.22764673056888,15.2531014005103,8.68175093984073e-13,4.04383556276439e-10,19.4367922336741
"4338","1455794_at",1.33227760133001,8.11196935749131,15.0607826398446,1.10772662955948e-12,4.81565690090492e-10,19.2000894756252
"2859","1418054_at",-1.21098718696406,6.25446184320685,-14.6635664590645,1.84773487801209e-12,7.53067446219801e-10,18.7019285294368
"1393","1433734_at",1.5937291242731,7.50987804976548,14.5055030968363,2.27226292168581e-12,8.71613324253716e-10,18.5001394883441
"1502","1436717_x_at",-1.65828673145553,11.5282876125635,-14.4360932080961,2.48975712291438e-12,9.01983677695816e-10,18.4108761484521
"1212","1422839_at",-1.14725212440121,7.46769714281798,-14.3878029469748,2.65380725049697e-12,9.10814583183723e-10,18.3485364813469
"3595","1437173_at",-0.938704934088619,8.03196016693274,-13.6156050792305,7.54597364277375e-12,2.46036470622638e-09,17.3245302119263
"1977","1426412_at",-1.1603098414362,6.9395288522286,-13.5214369321302,8.59968105838151e-12,2.67040572293837e-09,17.1960573999266
"2452","1437752_at",1.22692833145847,9.08539776791754,12.8283713323814,2.3030329289404e-11,6.82639896800925e-09,16.2252546409776
"1441","1421924_at",2.05066640041458,8.69607516921339,12.7017885278721,2.76950936273691e-11,7.8521611106119e-09,16.0430025193683
"2572","1460226_at",1.38676346103619,6.90141302968155,12.6481958164586,2.99574698982046e-11,8.13969421692467e-09,15.965367794699
"5741","1428440_at",-1.38869183573553,8.2819390395414,-12.6121991113029,3.15845029877307e-11,8.23850175931968e-09,15.9130638105687
"2284","1420573_at",1.17143085159125,6.88091400538496,12.4779636116485,3.85105752369279e-11,9.6320048803115e-09,15.7168826395085
"3290","1421369_a_at",-0.967073956812023,7.23810659978133,-12.4544044007891,3.9881020053429e-11,9.6320048803115e-09,15.6822659381661
"4722","1434739_at",0.920045420406654,7.08896770227003,12.2939890921998,5.0671576693841e-11,1.1801048272162e-08,15.4450716429665
"3548","1439427_at",0.777865278728868,6.70584245753094,12.2540665382779,5.38032845024432e-11,1.20983178703597e-08,15.385634972355
"1008","1448837_at",0.73787842047971,6.96837079077939,12.2127184908027,5.72600710037127e-11,1.24464307671737e-08,15.323904108644
"2134","1417078_at",0.890258709315056,7.93634731303654,12.1743714907023,6.06729315463736e-11,1.26881350897386e-08,15.266496750095
"5202","1433536_at",0.72053055848176,7.61738245453092,12.1572607834127,6.22635060376683e-11,1.26881350897386e-08,15.2408323003738
"3695","1426990_at",1.55526261781856,7.35180300443195,11.9573159310992,8.44234361532405e-11,1.63520789404107e-08,14.9386809136073
"5135","1427682_a_at",0.930871484364483,6.17308027335626,11.9508941654072,8.52585008394363e-11,1.63520789404107e-08,14.9289072401679
"2935","1455893_at",-1.08209722619536,7.20695387704293,-11.7791962628382,1.11090720273985e-10,2.0697788197333e-08,14.6659726129087
"1291","1426599_a_at",0.872156741140467,11.2012835366806,11.7343382486265,1.19100841259881e-10,2.14567330712634e-08,14.5967607751695
"525","1438115_a_at",1.0741547696951,9.93142646498554,11.7130152915696,1.23117053234802e-10,2.14567330712634e-08,14.5637857124047
"3193","1415978_at",-1.08441859927602,8.52825427566286,-11.7030845645435,1.25035402040792e-10,2.14567330712634e-08,14.5484115745345
"226","1448925_at",-0.949109991182794,8.43598133033107,-11.6130462741175,1.43915875417269e-10,2.40634723998977e-08,14.4085342479182
"6008","1454674_at",-1.16683116680406,8.53832974976371,-11.5839460205617,1.50634276506783e-10,2.45571529275184e-08,14.3631383090919
"398","1423023_at",0.97732171591448,7.16755683349298,11.4439137213916,1.878432896932e-10,2.98762461485209e-08,14.1433972843698
"200","1416464_at",-1.59461857578746,9.16064474930293,-11.3849619224163,2.06260554107186e-10,3.20244065079276e-08,14.050244404672
"4622","1421515_at",1.27694185287403,7.07056924328467,11.3624451856324,2.13782498659513e-10,3.2420364506016e-08,14.0145630161504
"4431","1448883_at",1.28301201944612,9.18952415835165,11.0768752421845,3.38257391045586e-10,5.01312828865516e-08,13.5571104389937
"4124","1456062_at",-1.13181890590262,7.79853666737436,-10.986905232832,3.91563553135859e-10,5.6741909555532e-08,13.4110759390058
"2312","1428079_at",0.920051376128408,8.72390272177016,10.9613835631842,4.08224514921006e-10,5.78702622130409e-08,13.3694817598674
"3042","1436948_a_at",-0.715599915824133,7.38602612229146,-10.9260775724401,4.32497618550863e-10,6.00067440546847e-08,13.3118179875957
"3192","1418199_at",-1.5339040067199,8.61156420969913,-10.8511575917805,4.89110337352794e-10,6.6447677289116e-08,13.1889775986101
"3906","1419399_at",0.939460019298822,7.79989314008276,10.8010048295179,5.31271613406895e-10,7.07024936944156e-08,13.1063822500671
"5133","1428922_at",-1.12079793731821,7.88609226916568,-10.7791694822755,5.50792474070229e-10,7.18343544682393e-08,13.0703306037026
"2345","1439341_at",0.94955002917126,8.65096291278999,10.7487792961316,5.79211054168847e-10,7.40595153771579e-08,13.0200616268351
"763","1417851_at",-0.727774161724668,6.81455601769613,-10.6191512967463,7.18664540001204e-10,9.01232974105357e-08,12.8044236567467
"1059","1438118_x_at",-1.0237873259774,11.2162073164446,-10.4700954543884,9.23116038463825e-10,1.1357810729854e-07,12.5540071633947
"1715","1416232_at",-0.69698504967921,6.74864789312563,-10.3478686669609,1.13559432658859e-09,1.37133529697855e-07,12.3466784961601
"2973","1425574_at",-1.02018849814006,7.3248444746095,-10.3288168465249,1.1730397790454e-09,1.39079861802819e-07,12.3141991702389
"925","1421433_at",-1.0221117424214,7.71220279104686,-10.2796753249727,1.27566762822013e-09,1.48546939350419e-07,12.2302199834761
"782","1448877_at",-0.730442900528304,7.09469621395893,-10.2682816597391,1.30076805258951e-09,1.4881242931467e-07,12.2107071338747
"2534","1427891_at",-0.747022106361627,7.08539041326452,-10.2569375510675,1.32626951268153e-09,1.49113853313728e-07,12.1912634452482
"4896","1422602_a_at",0.716955563854543,6.88046958378122,10.0981445184009,1.74315087198702e-09,1.92662488749616e-07,11.9174404702224
"651","1422520_at",-1.1609902785436,9.05155555749166,-9.95690137718481,2.22836741652867e-09,2.42186398719724e-07,11.6712662217074
"1374","1422074_at",0.775621068717556,6.8721725466219,9.92391090106633,2.36071714525783e-09,2.52364532856169e-07,11.6134091394911
"3696","1418157_at",-0.992341444373954,9.31050589247903,-9.90727216203044,2.43053931926722e-09,2.55637853240993e-07,11.5841773134846
"3636","1421399_at",-0.723826738463253,6.91100963420453,-9.84116677636417,2.72983133299416e-09,2.82559208292935e-07,11.4676969369709
"1191","1418666_at",-0.849195112454651,7.52345958150288,-9.81322038376579,2.86763833027866e-09,2.90376586217723e-07,11.4182890378346
"5573","1442865_at",0.673843381045297,7.06475986157297,9.80357289319414,2.91687204526102e-09,2.90376586217723e-07,11.4012098757559
"4581","1423091_a_at",-1.06090529532508,8.01314125823767,-9.79708098771654,2.95049526452496e-09,2.90376586217723e-07,11.3897105048551
"6147","1427100_at",-1.0909365296289,9.01299868600375,-9.79078778269783,2.98347358941687e-09,2.90376586217723e-07,11.3785580215763
"1923","1436178_at",0.673575356377939,7.79585290292535,9.73025931692859,3.32090251057266e-09,3.18464783403593e-07,11.2710369592347
"2930","1423016_a_at",-1.52241807189139,8.45372119901653,-9.71582931371355,3.40704552676779e-09,3.21990491015257e-07,11.2453353850112
"4975","1426208_x_at",-0.83495995874137,11.7200567595725,-9.64544797660936,3.86170895111527e-09,3.59745772431752e-07,11.1195983066447
"1844","1437199_at",0.62643205052906,7.25301889304913,9.62097619168806,4.03418558184022e-09,3.70520058861692e-07,11.0757312512277
"3963","1422914_at",0.853224864145032,7.41076464218847,9.56067995095974,4.49413540480347e-09,4.07031346871159e-07,10.967319952897
"5538","1424303_at",0.746481740472271,7.16158880709575,9.47609287760064,5.23299258704906e-09,4.65532351089145e-07,10.8144475085131
"2683","1438702_at",-0.817956925357295,8.65908865567272,-9.47084040139638,5.28283913212647e-09,4.65532351089145e-07,10.8049244234398
"5940","1460722_at",0.769947799977323,7.12710150275829,9.41377338981086,5.85726977323470e-09,5.09270082550179e-07,10.7012283660748
"1498","1416776_at",-0.811069491879467,7.26264367857791,-9.39615611889666,6.04740707344854e-09,5.18883441131025e-07,10.6691309825099
"5483","1450584_at",-0.644732163261103,6.84552653953186,-9.30739628514836,7.10758890868226e-09,6.0192970485087e-07,10.5068037427787
"2348","1418733_at",-0.669767515022718,8.31801736535466,-9.2009609195094,8.63783570179166e-09,7.22145212966454e-07,10.3107954694054
"2216","1415802_at",1.0186988715702,10.7305486501305,9.17454648195904,9.06809212524663e-09,7.48519351249789e-07,10.2619214590634
"2623","1434973_at",0.705438414070747,7.30100098720728,9.14344460673843,9.60332948983153e-09,7.7760928580073e-07,10.2042567964702
"3096","1428074_at",0.539469801303476,8.40784887600612,9.14031329172398,9.65900201654027e-09,7.7760928580073e-07,10.1984441036521
"4863","1448783_at",0.826079235277777,7.11428303791708,9.12250574294119,9.98203354251069e-09,7.93815130862344e-07,10.1653632001783
"1461","1416382_at",0.923720177515341,9.2838867366595,9.04214903897651,1.15852037231745e-08,9.1020618649182e-07,10.015564717686
"6503","1455447_at",-0.660441558276529,8.31830165413802,-9.02867485314812,1.18791292026244e-08,9.22188113456116e-07,9.99036293869291
"1630","1417761_at",1.01608050159153,7.59943521217036,9.01677182837377,1.21452107945851e-08,9.31751995193996e-07,9.96807980373557
"1924","1417801_a_at",-0.734781840813235,7.79179535932648,-8.99991797222232,1.25325737166855e-08,9.50289688447749e-07,9.93649629276297
